company_name,category_name,status_name,country,state_code,founding_date,funding_type,funded_at,funding_amount
cuil,search,closed,USA,CA,2005-01-01,series-b,2008-04-15,25000000
patheos,travel,operating,USA,CO,2008-01-01,venture,2012-04-20,140000
valencell,hardware,operating,USA,NC,2006-01-01,series-b,2011-06-20,5500000
selexys-pharmaceuticals-corporation,biotech,operating,USA,OK,,other,2011-11-04,5000000
quixby,software,operating,USA,OH,2010-08-01,angel,2011-11-01,125000
safestitch,biotech,operating,USA,FL,2005-01-01,private-equity,2012-02-27,8317600
aduro-biotech,biotech,operating,USA,CA,2000-01-01,venture,2013-02-12,25573536
dispersol-technologies,biotech,operating,USA,TX,2007-01-01,other,2013-05-29,611834
aviir,biotech,operating,USA,CA,2005-01-01,venture,2011-12-01,3750000
estech,medical,operating,USA,CA,1996-01-01,venture,2008-12-17,11200000
heska,biotech,operating,USA,CO,1998-01-01,private-equity,2013-03-05,3570000
redfin,real_estate,operating,USA,WA,2004-10-01,series-a,2005-09-01,770000
integrated-diagnostics,biotech,operating,USA,WA,2009-01-01,series-a,2012-02-22,10000000
biolex-therapeutics,biotech,closed,USA,NC,1997-01-01,series-b,2005-09-01,36000000
alterg,other,operating,USA,CA,2007-06-01,venture,2012-08-08,10310133
company-com,social,operating,USA,GA,2010-01-01,series-a,2009-03-01,2040000
intronis,enterprise,operating,USA,MA,2003-01-01,series-a,2007-10-10,5000000
verdeeco,analytics,operating,USA,GA,,series-a,2011-07-14,800000
evernote,web,operating,USA,CA,2004-01-01,series-a,2006-03-01,6000000
crystalplex,biotech,operating,USA,PA,,venture,2012-10-19,150000
citrus-lane,ecommerce,operating,USA,CA,,series-a,2011-07-22,1500000
digital-reasoning-systems,software,operating,USA,TN,2000-01-01,venture,2011-11-28,4209965
swype,software,acquired,USA,WA,2002-01-01,series-b,2010-02-15,1000000
pixeloptics,medical,operating,USA,VA,2005-01-01,venture,2011-04-07,45000000
pertrac-financial-solutions,software,acquired,USA,NY,1996-01-01,venture,2005-07-27,63000000
hyperion,biotech,operating,USA,CA,2006-01-01,other,2009-05-18,13000000
42floors,real_estate,operating,USA,NY,2011-01-01,series-b,2013-01-31,12300000
axial-exchange,software,operating,USA,NC,2009-01-01,venture,2013-07-25,4999907
spabooker,software,acquired,USA,NY,2007-11-01,angel,2008-01-01,200000
healthspring,biotech,ipo,USA,TN,,series-b,2013-06-19,3700000
ds-laboratories,health,operating,USA,FL,2007-01-01,venture,2011-10-11,1730000
bountyjobs,web,operating,USA,NY,2006-11-14,series-b,2008-07-07,12000000
biozone-pharmaceuticals,biotech,operating,USA,NJ,2006-12-04,other,2011-03-29,2250000
owneriq,advertising,operating,USA,MA,2006-08-01,series-c+,2009-12-02,5800000
extension-entertainment,web,operating,USA,NY,2010-03-01,venture,2012-02-15,1500000
bulx,ecommerce,acquired,USA,NY,2010-03-02,angel,2010-06-02,240000
doormates,social,operating,USA,NY,2011-01-01,angel,2012-02-01,350000
mobsoc-media,mobile,operating,USA,CA,,series-a,2013-07-02,3040000
ridemakerz,ecommerce,operating,USA,MO,2006-06-01,series-a,2006-06-01,2700000
packethop,public_relations,operating,USA,CA,2002-01-01,series-c+,2005-08-08,10000000
inlet-technologies,network_hosting,acquired,USA,NC,2003-01-01,venture,2007-12-14,3000000
theraclone-sciences,biotech,operating,USA,WA,2004-01-01,other,2013-03-25,6000000
jiwire,advertising,operating,USA,CA,2003-03-20,series-b,2008-12-10,11100000
firm58,software,operating,USA,IL,2005-01-01,series-a,2007-04-04,3700000
dealcloud,software,operating,USA,NC,2010-01-01,angel,2012-08-14,266000
automattic,web,operating,USA,CA,2005-07-01,series-a,2005-10-01,1100000
seatkarma,web,operating,USA,CA,2008-03-01,angel,2008-01-01,30000
ciris-energy,cleantech,operating,USA,CO,2007-01-01,series-c+,2013-07-26,25000000
coulomb-technologies,cleantech,operating,USA,CA,2007-01-01,series-b,2010-02-01,14000000
ad-infuse,advertising,acquired,USA,CA,2005-11-01,angel,2005-01-01,600000
acacia-communications,network_hosting,operating,USA,MA,,series-a,2013-05-15,20000000
adea,consulting,operating,USA,TX,1996-01-01,venture,2007-01-01,5000000
sophono,medical,operating,USA,CO,2009-01-01,series-b,2012-08-27,7000000
success-academy-charter-schools,education,operating,USA,NY,,other,2013-08-30,5000000
civicsolar,cleantech,operating,USA,CA,2009-12-01,angel,2010-01-01,455000
net-element,ecommerce,ipo,USA,FL,2004-01-10,venture,2012-05-01,32000000
cibiem,medical,operating,USA,NY,,series-a,2012-10-17,10000000
revolv,software,operating,USA,CO,2012-05-02,series-a,2012-09-25,2700000
dubmenow,mobile,closed,USA,VA,2008-01-01,venture,2010-02-22,2800000
cradle-technologies,hardware,operating,USA,CA,,series-c+,2005-12-27,13000000
asure-software,software,ipo,USA,TX,1985-01-01,other,2011-10-17,3200000
aryaka-networks,enterprise,operating,USA,CA,2008-11-01,series-c+,2012-07-16,25000000
crowdfactory,advertising,acquired,USA,CA,2009-01-01,venture,2011-01-26,6500000
movaz-networks,public_relations,operating,USA,GA,2000-01-01,venture,2006-01-26,20000000
doostang,web,acquired,USA,CA,2005-06-01,series-a,2007-09-01,3500000
trovebox,web,operating,USA,CA,2011-06-01,venture,2012-07-01,362000
berecruited,sports,acquired,USA,CA,2000-01-01,series-a,2007-11-01,1200000
engineyard,software,operating,USA,CA,2006-01-01,series-a,2008-01-01,3500000
carticept-medical,medical,operating,USA,GA,2005-01-01,series-c+,2012-01-18,10000000
dotloop,real_estate,operating,USA,OH,,series-a,2012-05-22,7000000
40billion-com,social,operating,USA,GA,2008-01-23,angel,2010-06-01,620000
u-systems,health,acquired,USA,CA,,private-equity,2012-06-28,5000000
smisson-cartledge-biomedical,biotech,operating,USA,GA,1996-01-01,other,2012-07-27,2000000
lxsn,social,operating,USA,CA,2012-06-21,angel,2012-01-01,25000
cymbet,hardware,operating,USA,MN,2000-01-01,other,2013-03-26,500000
halt-medical,medical,operating,USA,CA,2004-01-01,series-a,2011-09-09,2000000
sundaysky,software,operating,USA,NY,2006-01-01,series-b,2010-10-12,9000000
naked-rebel-winery,hospitality,operating,USA,CA,2012-12-15,angel,2012-11-15,10000
sedia-biosciences,biotech,operating,USA,OR,2009-01-01,angel,2013-05-21,284998
hyperformix,software,acquired,USA,TX,,venture,2009-03-03,3800000
bricsnet,real_estate,operating,USA,CA,1986-01-01,venture,2007-10-17,13000000
univision,web,operating,USA,CA,1961-01-01,other,2013-08-07,500000
f-origin,software,operating,USA,CA,2005-01-01,venture,2010-05-06,885060
reflex-systems,security,operating,USA,GA,2008-04-01,series-a,2009-04-17,8500000
continuent,software,operating,USA,CA,2004-04-01,series-b,2005-10-31,5750000
graphicly,advertising,operating,USA,CA,2009-12-01,series-a,2011-01-25,3800000
cellixis,web,acquired,USA,CA,2008-04-11,series-a,2010-06-17,1000000
amvonet,software,operating,USA,OH,,venture,2012-11-14,250000
saymedia,advertising,operating,USA,CA,2005-09-01,series-b,2006-01-01,3500000
socialengine,software,operating,USA,CA,2007-06-01,angel,2011-08-01,12000
brivas-technologies,enterprise,operating,USA,OH,2012-03-01,angel,2013-08-26,100000
cozigroup,web,closed,USA,WA,2005-03-03,series-a,2005-12-01,3300000
health-elements,health,operating,USA,ID,2011-01-01,venture,2012-12-12,4000000
castiron-systems,enterprise,acquired,USA,CA,2001-01-01,series-c+,2007-07-29,16500000
textura,software,ipo,USA,IL,,other,2013-02-28,6750000
hydra-biosciences,biotech,operating,USA,MA,2001-01-01,series-c+,2009-01-16,22000000
tuneup,music,operating,USA,CA,2007-08-01,venture,2011-02-17,2000000
moli,network_hosting,operating,USA,CT,2008-01-01,series-a,2007-01-01,26000000
5th-finger,mobile,operating,USA,CA,2008-01-01,series-a,2008-06-13,7000000
fancloud,sports,operating,USA,CA,2011-02-19,series-a,2011-11-19,150000
mobile-pulse,mobile,operating,USA,CO,2012-01-01,series-a,2012-07-18,2500000
proxtome,mobile,operating,USA,CA,2012-06-01,angel,2013-06-18,700000
siimpel-corporation,hardware,acquired,USA,CA,2000-01-01,venture,2009-12-16,2675736
intuity-medical,medical,operating,USA,CA,2002-01-01,series-c+,2012-11-15,539999
a123systems,nanotech,ipo,USA,MA,2001-01-01,other,2009-08-05,249000000
rollapp,software,operating,USA,CA,2010-05-10,angel,2011-08-01,350000
fitlinxx,software,operating,USA,CT,1993-01-01,venture,2006-09-12,4100000
care-team-connect,web,operating,USA,IL,,other,2013-05-03,2000000
axion-health,software,operating,USA,CO,,other,2013-05-22,1200000
affinity-solutions,finance,operating,USA,NY,1998-01-01,venture,2012-06-27,14500000
rifftrax,games_video,operating,USA,CA,2006-07-01,series-c+,2008-09-11,5000000
classlink,software,operating,USA,NJ,1998-01-01,series-a,2005-08-01,3000000
mutualink,software,operating,USA,CT,,venture,2012-03-19,6000000
paddle8,ecommerce,operating,USA,NY,,series-a,2012-02-08,4000000
smarter-remarketer,analytics,operating,USA,IN,2010-01-01,private-equity,2012-11-13,3325496
coghead,web,acquired,USA,CA,2003-05-01,series-a,2006-03-01,3200000
itracs,network_hosting,acquired,USA,IL,,venture,2009-11-06,700000
fisker,automotive,operating,USA,CA,2008-01-01,other,2009-09-22,529000000
aligo,software,operating,USA,CA,1999-01-01,venture,2006-06-22,7920000
superfly,travel,operating,USA,CA,2010-09-01,angel,2011-02-01,500000
instantis,software,operating,USA,CA,1999-01-01,series-c+,2006-05-17,8800000
brighttag,enterprise,operating,USA,IL,2009-09-01,venture,2011-08-15,5000000
celestial-semiconductor,semiconductor,acquired,USA,CA,2004-01-01,venture,2008-02-28,2000000
q-holdings,biotech,operating,USA,UT,,series-b,2008-02-15,8000000
scanadu,medical,operating,USA,CA,2011-01-01,crowdfunding,2013-06-09,1565113
anomo,social,operating,USA,WA,2012-01-01,angel,2013-06-19,305000
launchpoint,enterprise,operating,USA,IL,,series-b,2012-01-24,3500000
astute-medical,medical,operating,USA,CA,2007-01-01,series-a,2008-05-01,6250000
polyvore,web,operating,USA,CA,2007-02-01,series-b,2009-08-18,5600000
iamba-networks,public_relations,operating,USA,CA,2000-01-01,series-b,2006-08-22,8000000
solopower,cleantech,operating,USA,CA,2005-01-01,other,2010-02-19,45000000
bivio,network_hosting,operating,USA,CA,2000-06-01,venture,2008-12-09,15800000
sunlight-foundation,nonprofit,operating,USA,DC,2006-04-01,other,2013-06-18,4000000
biolex-therapeutics,biotech,closed,USA,NC,1997-01-01,venture,2005-01-07,8000000
socialscope,software,operating,USA,CA,2009-01-01,angel,2010-04-29,1025000
infinetics,software,operating,USA,MA,2009-01-01,venture,2013-01-07,150000
fara,ecommerce,operating,USA,CA,2011-01-01,venture,2012-08-31,792500
likelist,web,closed,USA,CA,2008-01-01,series-a,2009-12-15,5000000
finario,software,operating,USA,NY,2008-01-01,venture,2012-02-28,160000
progressive-lighting-and-energy-solutions,cleantech,operating,USA,CA,2004-01-01,angel,2012-04-27,201750
avantra-biosciences,biotech,closed,USA,MA,2010-01-01,venture,2011-10-07,8000000
policymic,news,operating,USA,NY,2011-06-01,angel,2013-03-01,1400000
mobixell,mobile,operating,USA,CA,2000-01-01,venture,2010-12-13,10000000
apple-seeds,education,operating,USA,NY,,private-equity,2013-01-03,150000
biocycle,biotech,operating,USA,TX,,series-a,2012-10-29,1500000
appneta,software,operating,USA,MA,2010-01-01,series-b,2007-07-16,13600000
soane-energy,cleantech,operating,USA,MA,2006-12-01,venture,2009-09-16,10000000
brightdoor-systems,enterprise,operating,USA,NC,2005-01-01,venture,2008-09-01,2000000
aeroscout,mobile,acquired,USA,CA,1999-01-01,series-c+,2010-11-04,16000000
adap-tv,advertising,acquired,USA,CA,2006-11-01,series-b,2008-09-01,13000000
tegile-systems,enterprise,operating,USA,CA,,series-c+,2013-08-07,35000000
range-fuels,cleantech,operating,USA,CO,,venture,2008-03-01,158000000
velocify,software,operating,USA,CA,2004-01-01,series-a,2007-10-12,5250000
kidzui,web,operating,USA,CA,2006-01-01,venture,2011-12-14,2400000
authentix,security,operating,USA,TX,,angel,2011-10-25,257982
adspace-networks,advertising,operating,USA,NY,1998-01-01,venture,2010-05-11,75000
ispecimen,biotech,operating,USA,MA,,series-a,2012-09-26,2000000
accountnow,web,operating,USA,CA,2003-01-01,series-c+,2007-06-29,12750000
coskata,cleantech,operating,USA,IL,2006-07-01,series-c+,2010-07-26,23700000
shapeways,ecommerce,operating,USA,NY,2007-03-01,series-c+,2013-04-23,30000000
gridnetworks,network_hosting,operating,USA,WA,2004-01-01,series-a,2007-10-30,9500000
app2you,web,operating,USA,CA,2006-10-01,other,2009-07-01,28986
searchme,search,closed,USA,CA,2005-07-01,series-c+,2007-06-01,12000000
carrier-iq,mobile,operating,USA,CA,2005-01-01,series-c+,2010-06-15,12000000
23andme,biotech,operating,USA,CA,2006-04-01,series-c+,2012-12-21,57949892
nimbus-concepts,biotech,operating,USA,CO,2011-01-01,angel,2011-12-07,142500
mindframe-inc,biotech,operating,USA,CA,2007-01-01,other,2012-01-05,1999900
intra-cellular-therapies,biotech,operating,USA,NY,2002-01-01,other,2013-05-17,15289893
mefeedia,games_video,operating,USA,CA,2007-01-01,angel,2008-03-19,250000
echo,enterprise,operating,USA,CA,2007-01-01,series-b,2008-10-14,3600000
siimpel-corporation,hardware,acquired,USA,CA,2000-01-01,venture,2007-10-23,21500000
preferred-spectrum-investments,web,operating,USA,AZ,2009-01-01,venture,2011-11-17,1800000
uship,travel,operating,USA,TX,2003-01-01,private-equity,2013-06-12,18349998
soundcure,health,operating,USA,CA,,venture,2011-03-29,3000000
segway,cleantech,operating,USA,NH,2001-01-01,series-c+,2008-05-02,35000000
labcyte,biotech,operating,USA,CA,2003-01-01,other,2011-11-08,196000
parking-panda,transportation,operating,USA,MD,2011-04-17,angel,2011-06-06,25000
blue-marble-energy,biotech,operating,USA,WA,2005-01-01,series-a,2011-02-08,1300000
iviz-security,security,operating,USA,MA,2005-01-01,angel,2005-10-01,800000
mocavo,search,operating,USA,CO,2010-01-01,venture,2011-09-30,1000000
opengov,enterprise,operating,USA,CA,2012-01-01,series-a,2012-01-01,3000000
nowell-development,security,operating,USA,TX,2003-01-10,angel,2009-02-10,64000
eucalyptus-systems-inc,enterprise,operating,USA,CA,2009-01-01,series-a,2009-04-29,5500000
maventus-media,software,operating,USA,NY,2010-05-01,angel,2010-01-01,800000
labstyle-innovations,hardware,operating,USA,DE,2012-01-01,venture,2011-10-27,805000
icon-technologies,software,operating,USA,IL,2012-01-01,venture,2013-02-26,45000
hubhuman,other,operating,USA,AZ,,series-a,2013-09-25,1864750
bandhappy,music,operating,USA,MD,2008-01-01,other,2012-03-08,50000
quantalife,biotech,acquired,USA,CA,2008-01-01,series-b,2010-12-13,17200000
rocketlawyer,legal,operating,USA,CA,2008-08-27,series-c+,2011-08-11,18500000
life-care-medical-devices,medical,operating,USA,NY,2011-01-01,other,2013-04-24,600000
project-slice,web,operating,USA,CA,2010-01-01,series-a,2011-05-25,9400000
dcmobility,mobile,operating,USA,VA,2012-01-01,angel,2013-04-08,455000
autovirt,software,closed,USA,NH,2007-01-01,venture,2010-06-03,1500000
blueview-technologies,cleantech,operating,USA,WA,,venture,2010-01-28,215931
pureplay,games_video,operating,USA,CA,2004-11-01,series-c+,2008-05-06,15000000
mowgli,games_video,operating,USA,GA,2010-10-01,angel,2012-01-05,550000
mom-trusted,social,operating,USA,CA,,angel,2012-06-08,1000000
epiep,biotech,operating,USA,CT,2008-01-01,venture,2012-01-06,1600000
tryton-medical,medical,operating,USA,NC,2003-01-01,series-c+,2010-09-14,20000000
skyn-iceland,ecommerce,operating,USA,NY,,angel,2011-10-07,100000
cuyana,ecommerce,operating,USA,CA,2013-01-01,series-a,2013-06-06,1700000
makucell,biotech,closed,USA,AZ,2010-01-01,other,2011-11-18,600000
histogenics,biotech,operating,USA,MA,,other,2011-05-27,34300000
serene-oncology,biotech,operating,USA,NY,2011-01-01,angel,2012-11-26,270000
kohort,social,operating,USA,NY,2011-01-01,series-a,2011-04-04,3000000
sendme,mobile,operating,USA,CA,2006-06-01,series-a,2006-06-01,1500000
jogabo,games_video,operating,USA,CA,2011-01-01,angel,2011-11-04,40000
cortina-systems,hardware,operating,USA,CA,2001-01-01,series-c+,2006-09-11,132000000
clarizen,software,operating,USA,CA,2005-01-01,venture,2011-04-28,12000000
talari-networks,enterprise,operating,USA,CA,2009-01-01,venture,2012-01-25,4500000
limeade,health,operating,USA,WA,2006-02-01,series-a,2009-07-23,1878902
actv8,network_hosting,operating,USA,CA,2011-01-01,private-equity,2012-09-28,3264866
horizon-therapeutics,biotech,ipo,USA,IL,2005-01-01,series-c+,2007-07-01,30000000
boonty,games_video,acquired,USA,NY,2001-03-01,series-b,2005-07-07,10000000
kilopass,semiconductor,operating,USA,CA,2001-01-01,series-c+,2008-02-28,17900000
noom,mobile,operating,USA,NY,2008-01-01,venture,2012-12-18,2600000
netsocket,network_hosting,operating,USA,TX,2006-01-01,venture,2009-11-18,5000000
nirvanix,enterprise,closed,USA,CA,2007-07-01,venture,2007-09-18,12000000
netronome-systems,semiconductor,operating,USA,CA,2003-01-01,venture,2012-05-22,11197633
jelli,enterprise,operating,USA,CA,2008-09-15,series-a,2010-01-07,2000000
seahorse-bioscience,biotech,operating,USA,ME,2000-01-01,venture,2012-05-22,9400000
scribes-stat,biotech,operating,USA,OR,,private-equity,2013-06-11,6050000
accelera-mobile-broadband,mobile,operating,USA,CA,2009-01-01,series-a,2012-04-25,3033472
plumchoice,consulting,operating,USA,MA,2001-01-01,venture,2012-05-08,8500000
hangout-industries,games_video,operating,USA,MA,2005-01-01,other,2010-03-30,2000000
gopath-global,biotech,operating,USA,IN,2009-01-01,venture,2013-04-30,1571940
cloudflare,enterprise,operating,USA,CA,2009-07-01,series-a,2009-11-25,2050000
valuevine,software,operating,USA,WA,2009-03-01,series-a,2012-04-16,1600000
abeo,medical,operating,USA,TX,,venture,2011-11-30,2012700
mashery,enterprise,acquired,USA,CA,2006-05-01,series-a,2007-05-08,1200000
red-5-studios,games_video,operating,USA,CA,2005-01-01,venture,2010-03-22,20000000
mediaroost,enterprise,operating,USA,NJ,2011-01-01,angel,2011-05-12,500000
azoogleads,advertising,operating,USA,NY,2000-09-01,series-a,2005-01-01,48000000
my-ad-box,software,operating,USA,MD,2005-06-01,venture,2008-06-01,50000
sepspensor,other,operating,USA,MA,2003-01-01,venture,2011-11-30,1000000
imvu,web,operating,USA,CA,2004-01-01,series-a,2006-03-01,9000000
audiocasefiles,web,acquired,USA,MA,2006-02-01,angel,2007-10-01,250000
snehta,web,operating,USA,GA,2012-01-01,venture,2013-01-23,495000
sarcode-corporation,biotech,acquired,USA,CA,2006-01-01,series-b,2011-07-18,44000000
salemarked,software,operating,USA,OR,2012-01-01,angel,2012-08-27,66720
mercentcorporation,advertising,operating,USA,WA,2005-01-06,venture,2007-01-08,4000000
blue-nile,web,operating,USA,WA,1999-01-01,series-c+,2001-07-23,7000000
relativity-technologies,software,acquired,USA,NC,1997-01-01,venture,2005-07-01,1000000
hively,web,operating,USA,OR,2011-05-09,angel,2011-11-04,25000
